[2025-11-13 20:27:54] DEPRECATED: htmlspecialchars(): Passing null to parameter #1 ($string) of type string is deprecated | IP: ::1 | URI: /medical-app-test/patient/appointments.php?lang=en&lang=ar&lang=en | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 | Context: {"file":"C:\\xampp\\htdocs\\medical-app-test\\patient\\appointments.php","line":257,"errno":8192}
[2025-11-13 20:27:54] DEPRECATED: htmlspecialchars(): Passing null to parameter #1 ($string) of type string is deprecated | IP: ::1 | URI: /medical-app-test/patient/appointments.php?lang=en&lang=ar&lang=en | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 | Context: {"file":"C:\\xampp\\htdocs\\medical-app-test\\patient\\appointments.php","line":257,"errno":8192}
[2025-11-13 20:28:57] DEPRECATED: htmlspecialchars(): Passing null to parameter #1 ($string) of type string is deprecated | IP: ::1 | URI: /medical-app-test/patient/appointments.php?lang=en&lang=ar&lang=en&lang=ar | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 | Context: {"file":"C:\\xampp\\htdocs\\medical-app-test\\patient\\appointments.php","line":257,"errno":8192}
[2025-11-13 20:28:57] DEPRECATED: htmlspecialchars(): Passing null to parameter #1 ($string) of type string is deprecated | IP: ::1 | URI: /medical-app-test/patient/appointments.php?lang=en&lang=ar&lang=en&lang=ar | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 | Context: {"file":"C:\\xampp\\htdocs\\medical-app-test\\patient\\appointments.php","line":257,"errno":8192}
[2025-11-13 20:29:04] DEPRECATED: htmlspecialchars(): Passing null to parameter #1 ($string) of type string is deprecated | IP: ::1 | URI: /medical-app-test/patient/appointments.php?lang=en&lang=ar&lang=en&lang=ar&lang=en | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 | Context: {"file":"C:\\xampp\\htdocs\\medical-app-test\\patient\\appointments.php","line":257,"errno":8192}
[2025-11-13 20:29:04] DEPRECATED: htmlspecialchars(): Passing null to parameter #1 ($string) of type string is deprecated | IP: ::1 | URI: /medical-app-test/patient/appointments.php?lang=en&lang=ar&lang=en&lang=ar&lang=en | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 | Context: {"file":"C:\\xampp\\htdocs\\medical-app-test\\patient\\appointments.php","line":257,"errno":8192}
[2025-11-13 20:29:13] DEPRECATED: htmlspecialchars(): Passing null to parameter #1 ($string) of type string is deprecated | IP: ::1 | URI: /medical-app-test/search.php | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 | Context: {"file":"C:\\xampp\\htdocs\\medical-app-test\\search.php","line":129,"errno":8192}
[2025-11-13 20:29:18] DEPRECATED: htmlspecialchars(): Passing null to parameter #1 ($string) of type string is deprecated | IP: ::1 | URI: /medical-app-test/search.php?lang=ar | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 | Context: {"file":"C:\\xampp\\htdocs\\medical-app-test\\search.php","line":129,"errno":8192}
[2025-11-13 20:29:21] DEPRECATED: htmlspecialchars(): Passing null to parameter #1 ($string) of type string is deprecated | IP: ::1 | URI: /medical-app-test/search.php?lang=ar&lang=en | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 | Context: {"file":"C:\\xampp\\htdocs\\medical-app-test\\search.php","line":129,"errno":8192}
[2025-11-13 20:29:40] DEPRECATED: htmlspecialchars(): Passing null to parameter #1 ($string) of type string is deprecated | IP: ::1 | URI: /medical-app-test/search.php | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 | Context: {"file":"C:\\xampp\\htdocs\\medical-app-test\\search.php","line":120,"errno":8192}
